booking_id,guest_id,room_id,check_in,check_out,stay_days,total_amount
4106,2621,17,2023-05-16,2023-05-20,4,40000
4107,1232,162,2023-12-16,2023-12-18,2,20000
4108,3166,158,2023-08-29,2023-08-30,1,5000
4109,1407,185,2023-05-21,2023-05-22,1,7500
4110,71,175,2023-12-15,2023-12-16,1,3500
4111,259,46,2023-09-21,2023-09-25,4,40000
4112,2330,138,2023-10-05,2023-10-11,6,45000
4113,3336,55,2023-12-24,2023-12-25,1,2500
4114,626,79,2023-12-21,2023-12-23,2,20000
4115,2880,95,2023-05-25,2023-05-30,5,12500
4116,3423,62,2023-06-06,2023-06-08,2,10000
4117,2782,100,2023-07-25,2023-08-01,7,52500
4118,782,159,2023-12-19,2023-12-20,1,7500
4119,2324,186,2023-11-15,2023-11-16,1,7500
4120,2617,144,2023-10-16,2023-10-19,3,22500
4121,2041,136,2023-08-03,2023-08-06,3,7500
4122,1641,195,2023-12-13,2023-12-14,1,7500
4123,1724,164,2023-07-30,2023-08-02,3,22500
4124,638,80,2023-08-21,2023-08-27,6,21000
4125,2065,190,2023-12-16,2023-12-17,1,10000
4126,340,198,2023-01-26,2023-02-01,6,60000
4127,1035,12,2023-10-29,2023-11-03,5,25000
4128,2949,128,2023-10-02,2023-10-08,6,45000
4129,823,186,2023-05-17,2023-05-19,2,15000
4130,609,127,2023-12-11,2023-12-14,3,10500
4131,2404,176,2023-08-31,2023-09-06,6,21000
4132,1550,48,2023-06-19,2023-06-21,2,7000
4133,2512,138,2023-11-15,2023-11-22,7,52500
4134,1376,156,2023-08-06,2023-08-13,7,24500
4135,1016,80,2023-11-28,2023-12-01,3,10500
4136,81,87,2023-11-30,2023-12-02,2,15000
4137,991,185,2023-12-09,2023-12-11,2,15000
4138,123,121,2023-08-31,2023-09-05,5,50000
4139,2563,136,2023-11-07,2023-11-14,7,17500
4140,1982,115,2023-12-21,2023-12-26,5,37500
4141,3220,29,2023-12-18,2023-12-20,2,20000
4142,1942,6,2023-05-31,2023-06-03,3,15000
4143,2786,31,2023-11-07,2023-11-11,4,10000
4144,2060,191,2023-01-28,2023-02-03,6,45000
4145,2139,88,2023-10-12,2023-10-17,5,17500
4146,1810,45,2023-07-01,2023-07-05,4,40000
4147,652,177,2023-12-01,2023-12-07,6,45000
4148,1471,18,2023-11-26,2023-11-27,1,7500
4149,746,78,2023-05-31,2023-06-07,7,70000
4150,1797,123,2023-10-25,2023-10-31,6,45000
4151,2264,164,2023-11-01,2023-11-08,7,52500
4152,3014,109,2023-12-15,2023-12-20,5,17500
4153,1668,74,2023-12-15,2023-12-20,5,50000
4154,680,37,2023-04-03,2023-04-10,7,17500
4155,1439,125,2023-10-16,2023-10-21,5,17500
4156,2863,155,2023-12-11,2023-12-15,4,30000
4157,2030,13,2023-07-25,2023-08-01,7,17500
4158,2281,131,2023-08-22,2023-08-25,3,7500
4159,2698,193,2023-12-26,2023-12-27,1,2500
4160,3121,124,2023-12-20,2023-12-25,5,12500
4161,2126,130,2023-07-25,2023-08-01,7,70000
4162,1400,31,2023-09-28,2023-09-30,2,5000
4163,1225,24,2023-12-19,2023-12-23,4,30000
4164,1107,41,2023-12-08,2023-12-11,3,10500
4165,3370,108,2023-11-06,2023-11-07,1,5000
4166,3412,4,2023-11-22,2023-11-26,4,20000
4167,3186,167,2023-12-14,2023-12-16,2,7000
4168,1248,6,2023-08-14,2023-08-20,6,30000
4169,126,140,2023-12-23,2023-12-26,3,7500
4170,2102,90,2023-07-28,2023-07-30,2,5000
4171,3216,180,2023-08-24,2023-08-25,1,3500
4172,813,84,2023-11-22,2023-11-26,4,40000
4173,1473,123,2023-07-02,2023-07-07,5,37500
4174,1294,17,2023-08-20,2023-08-25,5,50000
4175,482,63,2023-06-18,2023-06-23,5,50000
4176,3109,103,2023-12-12,2023-12-18,6,21000
4177,792,142,2023-09-15,2023-09-20,5,25000
4178,2693,125,2023-11-30,2023-12-02,2,7000
4179,882,95,2023-10-27,2023-10-31,4,10000
4180,888,73,2023-12-20,2023-12-22,2,7000
4181,794,18,2023-08-13,2023-08-15,2,15000
4182,1492,58,2023-09-26,2023-10-01,5,12500
4183,3248,71,2023-06-12,2023-06-16,4,40000
4184,1313,50,2023-05-07,2023-05-14,7,70000
4185,2900,117,2023-12-17,2023-12-18,1,7500
4186,3295,102,2023-09-02,2023-09-05,3,15000
4187,1286,173,2023-09-07,2023-09-14,7,17500
4188,3448,61,2023-09-25,2023-09-26,1,2500
4189,646,24,2023-10-26,2023-10-31,5,37500
4190,2739,100,2023-03-17,2023-03-22,5,37500
4191,2405,109,2023-09-08,2023-09-09,1,3500
4192,3338,35,2023-09-03,2023-09-04,1,3500
4193,219,173,2023-08-03,2023-08-06,3,7500
4194,1036,4,2023-11-19,2023-11-21,2,10000
4195,1603,145,2023-05-20,2023-05-22,2,10000
4196,1641,181,2023-12-13,2023-12-14,1,3500
4197,617,115,2023-02-28,2023-03-03,3,22500
4198,16,21,2023-09-21,2023-09-24,3,22500
4199,566,32,2023-11-16,2023-11-22,6,15000
4200,2790,166,2023-11-19,2023-11-23,4,10000
4201,2253,110,2023-11-12,2023-11-17,5,37500
4202,943,140,2023-11-16,2023-11-19,3,7500
4203,1953,156,2023-07-07,2023-07-10,3,10500
4204,1746,154,2023-10-29,2023-10-31,2,15000
4205,2116,114,2023-12-13,2023-12-17,4,40000
4206,1497,175,2023-12-31,2024-01-01,1,3500
4207,386,42,2023-04-04,2023-04-09,5,50000
4208,405,101,2023-12-17,2023-12-24,7,17500
4209,1404,2,2023-10-15,2023-10-18,3,22500
4210,1238,98,2023-01-22,2023-01-26,4,14000
4211,666,16,2023-11-02,2023-11-07,5,12500
4212,2583,42,2023-02-18,2023-02-24,6,60000
4213,1189,116,2023-11-28,2023-12-04,6,15000
4214,1056,145,2023-06-18,2023-06-19,1,5000
4215,293,151,2023-09-09,2023-09-14,5,17500
4216,3249,61,2023-08-05,2023-08-12,7,17500
4217,2646,191,2023-09-10,2023-09-16,6,45000
4218,85,6,2023-10-13,2023-10-14,1,5000
4219,1071,85,2023-12-24,2023-12-30,6,15000
4220,2474,170,2023-12-07,2023-12-14,7,52500
4221,2563,129,2023-11-08,2023-11-09,1,2500
4222,741,71,2023-07-31,2023-08-04,4,40000
4223,1713,67,2023-12-29,2023-12-30,1,10000
4224,823,132,2023-03-30,2023-04-01,2,15000
4225,2766,101,2023-10-20,2023-10-27,7,17500
4226,885,191,2023-07-29,2023-08-05,7,52500
4227,1839,22,2023-09-28,2023-09-29,1,5000
4228,1070,89,2023-12-21,2023-12-28,7,70000
4229,3318,46,2023-12-21,2023-12-22,1,10000
4230,1597,105,2023-10-08,2023-10-14,6,45000
4231,1325,77,2023-12-05,2023-12-12,7,52500
4232,2626,32,2023-12-15,2023-12-21,6,15000
4233,1753,67,2023-12-21,2023-12-23,2,20000
4234,1398,38,2023-12-25,2023-12-26,1,2500
4235,2283,131,2023-08-17,2023-08-22,5,12500
4236,1432,54,2023-08-05,2023-08-12,7,17500
4237,1776,39,2023-06-08,2023-06-12,4,40000
4238,2524,48,2023-09-28,2023-09-30,2,7000
4239,2256,100,2023-12-07,2023-12-09,2,15000
4240,582,114,2023-11-19,2023-11-26,7,70000
4241,2850,51,2023-12-08,2023-12-14,6,21000
4242,3141,89,2023-08-17,2023-08-24,7,70000
4243,2043,83,2023-10-22,2023-10-25,3,15000
4244,2708,183,2023-11-18,2023-11-20,2,10000
4245,910,186,2023-03-24,2023-03-25,1,7500
4246,3280,1,2023-12-01,2023-12-02,1,7500
4247,3073,125,2023-11-26,2023-11-27,1,3500
4248,2907,138,2023-12-27,2023-12-28,1,7500
4249,1074,140,2023-07-27,2023-07-28,1,2500
4250,2080,33,2023-08-12,2023-08-14,2,5000
4251,3098,42,2023-12-10,2023-12-15,5,50000
4252,553,185,2023-10-22,2023-10-25,3,22500
4253,1378,198,2023-12-12,2023-12-19,7,70000
4254,1740,182,2023-11-03,2023-11-10,7,35000
4255,2195,48,2023-11-01,2023-11-04,3,10500
4256,1196,101,2023-12-10,2023-12-13,3,7500
4257,376,38,2023-12-05,2023-12-08,3,7500
4258,2858,164,2023-12-09,2023-12-13,4,30000
4259,1546,187,2023-12-14,2023-12-19,5,17500
4260,2081,69,2023-10-12,2023-10-19,7,24500
4261,2149,29,2023-09-27,2023-10-03,6,60000
4262,160,124,2023-09-28,2023-10-05,7,17500
4263,3231,190,2023-07-17,2023-07-23,6,60000
4264,2571,154,2023-11-11,2023-11-14,3,22500
4265,339,185,2023-12-01,2023-12-04,3,22500
4266,1723,62,2023-10-20,2023-10-23,3,15000
4267,1168,103,2023-06-28,2023-07-03,5,17500
4268,975,30,2023-12-09,2023-12-10,1,3500
4269,2077,30,2023-12-16,2023-12-22,6,21000
4270,2848,138,2023-10-01,2023-10-04,3,22500
4271,2852,55,2023-12-18,2023-12-22,4,10000
4272,2800,56,2023-03-01,2023-03-02,1,3500
4273,3284,189,2023-08-22,2023-08-26,4,20000
4274,1901,87,2023-10-17,2023-10-21,4,30000
4275,3129,113,2023-08-03,2023-08-06,3,7500
4276,2816,180,2023-07-25,2023-07-26,1,3500
4277,2102,1,2023-10-14,2023-10-16,2,15000
4278,1930,151,2023-06-04,2023-06-09,5,17500
4279,1693,186,2023-12-12,2023-12-14,2,15000
4280,1183,74,2023-11-20,2023-11-21,1,10000
4281,1379,109,2023-12-04,2023-12-05,1,3500
4282,3477,96,2023-11-07,2023-11-09,2,7000
4283,975,136,2023-11-16,2023-11-22,6,15000
4284,1690,64,2023-11-25,2023-11-26,1,7500
4285,2681,32,2023-03-21,2023-03-27,6,15000
4286,162,105,2023-10-08,2023-10-11,3,22500
4287,3254,82,2023-04-06,2023-04-08,2,15000
4288,524,4,2023-09-12,2023-09-15,3,15000
4289,1075,5,2023-10-14,2023-10-19,5,12500
4290,1623,106,2023-12-04,2023-12-05,1,10000
4291,878,68,2023-08-30,2023-09-03,4,20000
4292,1167,90,2023-02-22,2023-02-25,3,7500
4293,1609,11,2023-12-16,2023-12-21,5,37500
4294,1691,58,2023-09-15,2023-09-20,5,12500
4295,1813,21,2023-10-17,2023-10-23,6,45000
4296,2746,13,2023-09-20,2023-09-26,6,15000
4297,751,112,2023-08-14,2023-08-15,1,5000
4298,12,86,2023-11-21,2023-11-27,6,30000
4299,70,108,2023-09-15,2023-09-20,5,25000
4300,629,3,2023-12-16,2023-12-18,2,15000
4301,2351,169,2023-12-20,2023-12-23,3,15000
4302,2173,137,2023-12-24,2023-12-29,5,50000
4303,859,132,2023-08-16,2023-08-19,3,22500
4304,481,1,2023-08-14,2023-08-15,1,7500
4305,942,187,2023-12-28,2023-12-29,1,3500
4306,1661,135,2023-08-14,2023-08-21,7,52500
4307,2376,116,2023-12-05,2023-12-10,5,12500
4308,1066,179,2023-11-21,2023-11-25,4,14000
4309,1518,41,2023-12-15,2023-12-19,4,14000
4310,2105,38,2023-11-11,2023-11-15,4,10000
4311,3018,63,2023-12-01,2023-12-05,4,40000
4312,3248,52,2023-05-16,2023-05-22,6,30000
4313,2537,87,2023-03-10,2023-03-15,5,37500
4314,632,70,2023-12-03,2023-12-04,1,2500
4315,2048,24,2023-07-20,2023-07-25,5,37500
4316,3473,26,2023-09-30,2023-10-02,2,10000
4317,1026,150,2023-08-09,2023-08-13,4,30000
4318,1521,38,2023-12-30,2023-12-31,1,2500
4319,1895,70,2023-12-15,2023-12-19,4,10000
4320,3324,31,2023-12-04,2023-12-06,2,5000
4321,2972,133,2023-12-24,2023-12-26,2,10000
4322,3346,15,2023-12-13,2023-12-18,5,25000
4323,3425,5,2023-10-21,2023-10-27,6,15000
4324,214,150,2023-12-24,2023-12-31,7,52500
4325,3345,51,2023-10-16,2023-10-23,7,24500
4326,634,156,2023-11-09,2023-11-15,6,21000
4327,2709,170,2023-12-11,2023-12-16,5,37500
4328,594,145,2023-11-07,2023-11-13,6,30000
4329,1927,89,2023-02-15,2023-02-18,3,30000
4330,2889,179,2023-08-09,2023-08-16,7,24500
4331,672,159,2023-11-05,2023-11-12,7,52500
4332,2874,86,2023-12-07,2023-12-13,6,30000
4333,1216,181,2023-07-17,2023-07-22,5,17500
4334,2682,134,2023-05-25,2023-05-26,1,2500
4335,2419,13,2023-10-21,2023-10-27,6,15000
4336,3174,194,2023-10-13,2023-10-16,3,7500
4337,3339,109,2023-09-16,2023-09-23,7,24500
4338,428,69,2023-11-04,2023-11-09,5,17500
4339,886,49,2023-10-03,2023-10-05,2,5000
4340,331,164,2023-11-18,2023-11-19,1,7500
4341,454,34,2023-11-16,2023-11-23,7,70000
4342,2912,60,2023-10-21,2023-10-26,5,12500
4343,1568,132,2023-07-07,2023-07-08,1,7500
4344,555,112,2023-11-30,2023-12-01,1,5000
4345,2274,179,2023-10-03,2023-10-05,2,7000
4346,2685,20,2023-12-26,2023-12-27,1,10000
4347,167,151,2023-03-16,2023-03-20,4,14000
4348,1405,35,2023-12-31,2024-01-01,1,3500
4349,2455,58,2023-11-13,2023-11-20,7,17500
4350,2775,58,2023-04-16,2023-04-17,1,2500
4351,1239,167,2023-06-18,2023-06-24,6,21000
4352,369,112,2023-12-31,2024-01-01,1,5000
4353,94,85,2023-08-11,2023-08-14,3,7500
4354,3193,50,2023-12-14,2023-12-16,2,20000
4355,3361,123,2023-12-21,2023-12-25,4,30000
4356,329,136,2023-12-27,2023-12-28,1,2500
4357,706,23,2023-12-08,2023-12-15,7,52500
4358,996,110,2023-08-29,2023-09-04,6,45000
4359,699,154,2023-07-02,2023-07-06,4,30000
4360,108,133,2023-10-25,2023-11-01,7,35000
4361,2966,68,2023-04-29,2023-05-04,5,25000
4362,1664,65,2023-12-12,2023-12-16,4,14000
4363,447,62,2023-10-14,2023-10-21,7,35000
4364,2418,173,2023-08-26,2023-08-30,4,10000
4365,1917,127,2023-08-27,2023-08-29,2,7000
4366,689,22,2023-12-07,2023-12-12,5,25000
4367,2211,76,2023-09-01,2023-09-07,6,45000
4368,1772,158,2023-07-16,2023-07-18,2,10000
4369,255,102,2023-11-24,2023-11-28,4,20000
4370,113,30,2023-08-17,2023-08-18,1,3500
4371,991,82,2023-07-28,2023-07-31,3,22500
4372,3202,97,2023-11-03,2023-11-05,2,20000
4373,3152,54,2023-03-10,2023-03-14,4,10000
4374,2209,84,2023-07-17,2023-07-20,3,30000
4375,2586,190,2023-11-29,2023-12-01,2,20000
4376,1438,95,2023-06-19,2023-06-24,5,12500
4377,553,133,2023-11-02,2023-11-09,7,35000
4378,3282,153,2023-09-11,2023-09-17,6,45000
4379,2885,59,2023-10-05,2023-10-07,2,15000
4380,180,66,2023-11-22,2023-11-26,4,10000
4381,1483,68,2023-10-26,2023-10-28,2,10000
4382,1499,6,2023-02-23,2023-02-25,2,10000
4383,2591,181,2023-11-16,2023-11-17,1,3500
4384,1949,21,2023-11-18,2023-11-24,6,45000
4385,1720,94,2023-09-29,2023-10-03,4,30000
4386,1722,64,2023-08-07,2023-08-13,6,45000
4387,1558,60,2023-05-29,2023-06-01,3,7500
4388,3375,159,2023-09-06,2023-09-11,5,37500
4389,1042,22,2023-12-23,2023-12-24,1,5000
4390,3353,32,2023-12-05,2023-12-10,5,12500
4391,2746,178,2023-11-06,2023-11-11,5,12500
4392,2657,178,2023-11-23,2023-11-24,1,2500
4393,1831,27,2023-03-29,2023-03-30,1,5000
4394,2447,31,2023-06-23,2023-06-29,6,15000
4395,1881,180,2023-12-21,2023-12-27,6,21000
4396,31,100,2023-10-26,2023-10-31,5,37500
4397,683,1,2023-11-07,2023-11-08,1,7500
4398,2057,5,2023-06-02,2023-06-03,1,2500
4399,2733,24,2023-11-15,2023-11-19,4,30000
4400,1110,165,2023-07-11,2023-07-15,4,20000
4401,1994,90,2023-11-19,2023-11-24,5,12500
4402,2168,156,2023-11-26,2023-12-03,7,24500
4403,1724,188,2023-07-25,2023-07-29,4,40000
4404,652,19,2023-11-30,2023-12-03,3,22500
4405,230,130,2023-11-22,2023-11-29,7,70000
4406,1124,69,2023-10-19,2023-10-22,3,10500
4407,970,17,2023-10-12,2023-10-14,2,20000
4408,116,30,2023-11-17,2023-11-20,3,10500
4409,1596,3,2023-10-02,2023-10-07,5,37500
4410,28,108,2023-12-19,2023-12-26,7,35000
4411,1419,200,2023-12-30,2023-12-31,1,2500
4412,2917,200,2023-12-07,2023-12-14,7,17500
4413,1875,48,2023-12-03,2023-12-09,6,21000
4414,2076,7,2023-12-08,2023-12-15,7,35000
4415,3154,88,2023-08-18,2023-08-21,3,10500
4416,580,55,2023-10-05,2023-10-12,7,17500
4417,2042,134,2023-10-20,2023-10-24,4,10000
4418,1843,38,2023-11-30,2023-12-02,2,5000
4419,26,48,2023-12-21,2023-12-23,2,7000
4420,3086,100,2023-11-16,2023-11-20,4,30000
4421,884,123,2023-12-16,2023-12-21,5,37500
4422,1352,167,2023-07-06,2023-07-07,1,3500
4423,607,25,2023-06-21,2023-06-23,2,15000
4424,29,188,2023-11-26,2023-12-01,5,50000
4425,2361,72,2023-11-24,2023-11-26,2,10000
4426,2343,144,2023-10-30,2023-11-06,7,52500
4427,2123,102,2023-12-24,2023-12-29,5,25000
4428,2933,173,2023-08-08,2023-08-12,4,10000
4429,1684,139,2023-12-07,2023-12-11,4,30000
4430,167,44,2023-06-01,2023-06-05,4,20000
4431,1810,175,2023-08-18,2023-08-21,3,10500
4432,3110,175,2023-08-01,2023-08-07,6,21000
4433,3265,13,2023-06-09,2023-06-14,5,12500
4434,621,43,2023-09-17,2023-09-24,7,52500
4435,956,12,2023-09-22,2023-09-27,5,25000
4436,438,44,2023-12-10,2023-12-16,6,30000
4437,1038,115,2023-09-04,2023-09-07,3,22500
4438,2362,159,2023-10-16,2023-10-21,5,37500
4439,169,120,2023-11-03,2023-11-09,6,60000
4440,2314,81,2023-10-25,2023-10-29,4,30000
4441,1351,18,2023-10-28,2023-11-04,7,52500
4442,3052,86,2023-10-25,2023-10-27,2,10000
4443,3321,182,2023-11-05,2023-11-09,4,20000
4444,1918,96,2023-08-16,2023-08-18,2,7000
4445,3417,87,2023-10-04,2023-10-06,2,15000
4446,809,94,2023-12-08,2023-12-09,1,7500
4447,731,185,2023-07-10,2023-07-17,7,52500
4448,2099,106,2023-08-22,2023-08-23,1,10000
4449,2571,150,2023-07-10,2023-07-12,2,15000
4450,678,1,2023-06-11,2023-06-13,2,15000
4451,856,171,2023-08-01,2023-08-04,3,7500
4452,2946,61,2023-12-03,2023-12-04,1,2500
4453,2350,170,2023-12-19,2023-12-20,1,7500
4454,2279,153,2023-12-17,2023-12-23,6,45000
4455,3045,41,2023-11-10,2023-11-11,1,3500
4456,942,123,2023-12-28,2023-12-29,1,7500
4457,240,86,2023-09-26,2023-10-03,7,35000
4458,2599,138,2023-09-04,2023-09-05,1,7500
4459,695,198,2023-09-01,2023-09-06,5,50000
4460,107,188,2023-10-28,2023-11-01,4,40000
4461,597,155,2023-08-25,2023-08-28,3,22500
4462,1444,184,2023-04-29,2023-05-04,5,12500
4463,1939,185,2023-10-05,2023-10-06,1,7500
4464,1399,63,2023-08-27,2023-08-30,3,30000
4465,3043,80,2023-12-24,2023-12-27,3,10500
4466,2201,17,2023-05-01,2023-05-06,5,50000
4467,3420,167,2023-05-11,2023-05-17,6,21000
4468,3041,185,2023-08-09,2023-08-13,4,30000
4469,355,70,2023-10-26,2023-10-30,4,10000
4470,2128,45,2023-11-08,2023-11-10,2,20000
4471,907,180,2023-10-18,2023-10-25,7,24500
4472,1621,45,2023-10-30,2023-11-05,6,60000
4473,1206,41,2023-10-10,2023-10-11,1,3500
4474,1574,100,2023-10-10,2023-10-13,3,22500
4475,3500,57,2023-09-27,2023-09-28,1,7500
4476,1566,10,2023-12-12,2023-12-17,5,17500
4477,2036,36,2023-09-03,2023-09-04,1,3500
4478,1985,4,2023-12-20,2023-12-26,6,30000
4479,1903,91,2023-05-21,2023-05-28,7,52500
4480,501,150,2023-10-18,2023-10-19,1,7500
4481,2619,185,2023-10-12,2023-10-16,4,30000
4482,3252,76,2023-12-08,2023-12-13,5,37500
4483,2941,16,2023-09-17,2023-09-22,5,12500
4484,2911,79,2023-11-14,2023-11-17,3,30000
4485,3349,66,2023-10-07,2023-10-09,2,5000
4486,1735,10,2023-10-20,2023-10-24,4,14000
4487,2091,105,2023-07-20,2023-07-23,3,22500
4488,3011,82,2023-06-15,2023-06-21,6,45000
4489,2616,171,2023-04-15,2023-04-18,3,7500
4490,1666,130,2023-07-10,2023-07-17,7,70000
4491,2678,128,2023-12-22,2023-12-23,1,7500
4492,594,14,2023-11-20,2023-11-27,7,35000
4493,204,123,2023-06-14,2023-06-21,7,52500
4494,2662,162,2023-11-04,2023-11-06,2,20000
4495,104,126,2023-10-28,2023-10-29,1,3500
4496,2372,171,2023-07-18,2023-07-22,4,10000
4497,1607,18,2023-11-06,2023-11-07,1,7500
4498,125,127,2023-07-26,2023-07-29,3,10500
4499,2155,148,2023-09-27,2023-09-28,1,3500
4500,3020,106,2023-07-10,2023-07-13,3,30000
4501,1544,91,2023-12-14,2023-12-20,6,45000
4502,3449,152,2023-06-14,2023-06-20,6,15000
4503,576,65,2023-12-22,2023-12-28,6,21000
4504,2020,100,2023-07-12,2023-07-15,3,22500
4505,3461,65,2023-04-02,2023-04-03,1,3500
4506,1642,54,2023-12-02,2023-12-06,4,10000
4507,2442,144,2023-02-08,2023-02-11,3,22500
4508,1004,34,2023-10-29,2023-10-30,1,10000
4509,1746,19,2023-12-17,2023-12-21,4,30000
4510,1862,115,2023-12-03,2023-12-06,3,22500
4511,1686,36,2023-11-10,2023-11-17,7,24500
4512,63,154,2023-11-02,2023-11-07,5,37500
4513,3238,190,2023-04-13,2023-04-17,4,40000
4514,98,12,2023-11-17,2023-11-18,1,5000
4515,1788,84,2023-11-22,2023-11-26,4,40000
4516,1133,27,2023-12-24,2023-12-31,7,35000
4517,3205,52,2023-11-30,2023-12-02,2,10000
4518,3471,79,2023-11-05,2023-11-07,2,20000
4519,1794,87,2023-09-26,2023-10-01,5,37500
4520,2027,196,2023-08-07,2023-08-13,6,30000
4521,2551,89,2023-08-07,2023-08-12,5,50000
4522,2697,59,2023-12-22,2023-12-27,5,37500
4523,3270,43,2023-10-14,2023-10-21,7,52500
4524,1615,173,2023-08-04,2023-08-09,5,12500
4525,162,144,2023-11-22,2023-11-27,5,37500
4526,1257,111,2023-10-03,2023-10-09,6,21000
4527,1256,184,2023-11-20,2023-11-21,1,2500
4528,1622,39,2023-10-29,2023-10-31,2,20000
4529,1101,178,2023-12-05,2023-12-06,1,2500
4530,117,178,2023-10-25,2023-10-27,2,5000
4531,1595,196,2023-12-08,2023-12-09,1,5000
4532,3466,28,2023-04-05,2023-04-12,7,35000
4533,3055,126,2023-07-09,2023-07-11,2,7000
4534,180,110,2023-12-24,2023-12-25,1,7500
4535,2667,131,2023-07-16,2023-07-17,1,2500
4536,1351,154,2023-11-21,2023-11-23,2,15000
4537,252,46,2023-11-26,2023-12-03,7,70000
4538,3165,137,2023-09-18,2023-09-19,1,10000
4539,3135,100,2023-09-24,2023-09-29,5,37500
4540,1944,74,2023-12-07,2023-12-12,5,50000
4541,1290,39,2023-12-22,2023-12-26,4,40000
4542,937,118,2023-08-03,2023-08-06,3,22500
4543,2897,100,2023-11-24,2023-11-28,4,30000
4544,3465,173,2023-07-06,2023-07-07,1,2500
4545,3331,179,2023-12-19,2023-12-25,6,21000
4546,1723,116,2023-11-30,2023-12-02,2,5000
4547,2630,93,2023-10-05,2023-10-06,1,3500
4548,1641,49,2023-12-12,2023-12-13,1,2500
4549,2102,112,2023-12-23,2023-12-26,3,15000
4550,2353,182,2023-12-03,2023-12-08,5,25000
4551,2300,126,2023-07-31,2023-08-04,4,14000
4552,1429,48,2023-12-06,2023-12-10,4,14000
4553,2896,10,2023-09-03,2023-09-10,7,24500
4554,644,90,2023-10-11,2023-10-14,3,7500
4555,2559,132,2023-09-26,2023-09-27,1,7500
4556,2871,28,2023-09-16,2023-09-23,7,35000
4557,3068,137,2023-09-04,2023-09-07,3,30000
4558,1018,117,2023-10-15,2023-10-20,5,37500
4559,2588,79,2023-08-20,2023-08-26,6,60000
4560,909,16,2023-09-06,2023-09-12,6,15000
4561,3409,193,2023-12-22,2023-12-24,2,5000
4562,2008,48,2023-08-18,2023-08-19,1,3500
4563,1038,103,2023-09-13,2023-09-16,3,10500
4564,993,145,2023-12-01,2023-12-08,7,35000
4565,729,102,2023-03-29,2023-04-04,6,30000
4566,2722,18,2023-08-16,2023-08-17,1,7500
4567,1592,91,2023-04-17,2023-04-20,3,22500
4568,1591,85,2023-03-23,2023-03-30,7,17500
4569,2199,103,2023-04-24,2023-05-01,7,24500
4570,2255,107,2023-11-07,2023-11-10,3,10500
4571,1876,156,2023-12-15,2023-12-17,2,7000
4572,2191,144,2023-12-20,2023-12-27,7,52500
4573,191,140,2023-09-29,2023-10-06,7,17500
4574,3412,157,2023-09-24,2023-09-27,3,10500
4575,624,197,2023-11-16,2023-11-23,7,24500
4576,1918,26,2023-06-23,2023-06-27,4,20000
4577,1098,197,2023-04-30,2023-05-04,4,14000
4578,3168,170,2023-11-20,2023-11-26,6,45000
4579,2065,148,2023-11-12,2023-11-19,7,24500
4580,354,49,2023-09-29,2023-10-05,6,15000
4581,1564,77,2023-10-10,2023-10-13,3,22500
4582,2733,18,2023-09-23,2023-09-24,1,7500
4583,177,150,2023-06-09,2023-06-14,5,37500
4584,3199,93,2023-09-23,2023-09-30,7,24500
4585,2749,76,2023-11-23,2023-11-26,3,22500
4586,1467,96,2023-08-21,2023-08-23,2,7000
4587,1099,110,2023-08-28,2023-09-04,7,52500
4588,1157,144,2023-12-13,2023-12-19,6,45000
4589,3363,112,2023-11-22,2023-11-29,7,35000
4590,1634,81,2023-12-20,2023-12-22,2,15000
4591,1260,136,2023-03-25,2023-03-28,3,7500
4592,2164,131,2023-11-18,2023-11-20,2,5000
4593,3473,36,2023-12-22,2023-12-29,7,24500
4594,1015,98,2023-10-11,2023-10-12,1,3500
4595,3438,122,2023-07-03,2023-07-08,5,17500
4596,3490,27,2023-11-12,2023-11-19,7,35000
4597,918,68,2023-03-31,2023-04-02,2,10000
4598,279,172,2023-11-02,2023-11-09,7,52500
4599,2672,96,2023-07-25,2023-07-26,1,3500
4600,1597,85,2023-09-28,2023-10-02,4,10000
4601,306,140,2023-12-11,2023-12-18,7,17500
4602,1937,34,2023-10-21,2023-10-24,3,30000
4603,3111,183,2023-11-23,2023-11-29,6,30000
4604,1412,143,2023-07-11,2023-07-14,3,30000
4605,1005,74,2023-11-02,2023-11-06,4,40000
4606,24,22,2023-04-30,2023-05-07,7,35000
4607,2387,179,2023-12-19,2023-12-22,3,10500
4608,2560,70,2023-08-24,2023-08-26,2,5000
4609,3160,109,2023-10-05,2023-10-09,4,14000
4610,1243,77,2023-11-12,2023-11-19,7,52500
4611,1294,51,2023-12-24,2023-12-30,6,21000
4612,2058,80,2023-11-08,2023-11-10,2,7000
4613,3193,80,2023-11-22,2023-11-27,5,17500
4614,1692,18,2023-12-26,2023-12-27,1,7500
4615,2458,102,2023-10-16,2023-10-21,5,25000
4616,2146,45,2023-12-06,2023-12-07,1,10000
4617,1827,180,2023-11-30,2023-12-07,7,24500
4618,1265,156,2023-07-27,2023-07-31,4,14000
4619,2640,56,2023-09-10,2023-09-17,7,24500
4620,1968,180,2023-11-04,2023-11-11,7,24500
4621,3371,50,2023-07-12,2023-07-13,1,10000
4622,62,55,2023-12-04,2023-12-08,4,10000
4623,2020,31,2023-09-14,2023-09-16,2,5000
4624,2356,185,2023-10-25,2023-10-28,3,22500
4625,2489,161,2023-11-20,2023-11-24,4,20000
4626,2983,48,2023-09-18,2023-09-25,7,24500
4627,1424,166,2023-12-11,2023-12-15,4,10000
